Autor,Apariciones
"Omotesho, Tomiwa",1
"Pajola, Luca",1
"Palakurti, Naga Ramesh",1
"Pandi, V. Samuthira",1
"Pallavi, M.",1
"Panagoulias, Dimitrios P.",1
"Pangavhane, Shreyas",1
"Ots, Karl",1
"Pandey, Amit",1
"Pang, Quanhao",1
"Panjabi, Richa",1
"Pappa, M.",1
"Pardo, Theresa A.",1
"Panyam, Sriram",1
"Paliwal, Gunjan",1
"Pariane, Prasad",1
"Pascua, Athena Rosz Ann R.",1
"Paolanti, Marina",1
"Patankar, Nikhil S.",1
"Patil, Suvarna",1
"Park, Eunil",1
"Pinto, Tiago",1
"Pavlova, Yoana",1
"Pawar, Vilis",1
"Park, Hyeseong",1
"Pawlus, Pawel",1
"Peng, Huimin",1
"Patanè, Gabriella",1
"Potluri, Venkatesh",1
"Peng, Minpeng",1
"Peng, Xian",1
"Patil, Deepti",1
"Pennycook, Gordon",1
"Petrik, Dimitri",1
"Pei, Lei",1
"Poulsen, Adam",1
"Pezz\`{e}, Mauro",1
"Pilaniwala, Pankaj",1
"Perez, Christopher",1
"Pilato, Antonio",1
"Pinto, Carla M.A.",1
"Pi, Wei",1
"Prasad, S. Guru",1
"Pop, Eugen",1
"Poshyvanyk, Denys",1
"Piankarnka, Vipusit",1
"Praveenadevi, D.",1
"Preethi, P.",1
"Picca, Davide",1
"Przybyła-Kasperek, Małgorzata",1
"Pribilova, K.",1
"Priyadarshi, Rahul",1
"Pinto, Carla M.A",1
"Priyadarshini, P.",1
"Putjorn, Pruet",1
"Pippal, Sanjeev Kumar",1
"Pyykkönen, Matti",1
"Putjorn, Tat",1
"Qadir, Junaid",1
"Piękos, Piotr",1
"Qian, Hanhan",1
"Qian, Li",1
"Pozzi, Andrea",1
"Qi, Ji",1
"Qian, Zhengzhen",1
"Qiang, Yu",1
"Pradeep, K.R",1
"Qiao, Ji",1
"Qin, Jiale",1
"Praveena, S.",1
"Qin, Rui",1
"Qin, Yiran",1
"Qiu, Junqiao",1
"Pricope, Narcisa",1
"Qiu, Yu-Wei",1
"Qu, Chenfei",1
"Qi, Hui",1
"Raktate, Gokul",1
"Queiros, Ricardo",1
"Quinn, Alexander J.",1
"Qi, Wenqian",1
"Ragavan, Sruti Srinivasa",1
"Rahi, Baninder",1
"Qi, Yuanyi",1
"Ramesh, Aditya A.",1
"Rai, Arun Kumar",1
"Raj, Ayush",1
"Qin, Donghong",1
"Raj, Manav",1
"Rakesh, Nitin",1
"Qu, Ting",1
"Ran, Xiaoping",1
"Rakhmonov, Sanjarbek",1
"Rakovi\'{c}, Mladen",1
"Qu, Xiaodong",1
"Ramagundam, Shashishekhar",1
"Raman, Usha",1
"Quanwang, Lin",1
"Ren, Zhiyang",1
"Ramesh, J V Naga",1
"Ramirez Osorio, Valeria",1
"Queirós, Ricardo",1
"Rani, Ruchi",1
"Ranjan, Harsh",1
"R, Kaviyaraj",1
"Revathy, S.",1
"Ranjan, Rakesh",1
"Rao, Jian",1
"Radwan, Jalal",1
"Raposo, Rui",1
"Rapp, Amon",1
"Ragavan, V.",1
"Riaz, Sadia",1
"Rasheed, S.",1
"Rawat, Danda B.",1
"Ragone, Azzurra",1
"Raymond, Biju Fastino",1
"Redwing, Carol",1
"Rahman, Sharfi",1
"Routray, Sudhir K.",1
"Reis, Arsénio",1
"Ren, Wenxuan",1
"Rajeshwari, S.",1
"Ren, Yu",1
"Reviriego, Pedro",1
"Ramani, Karthik",1
"Saar, Julian",1
"Rico, Sergio",1
"Rinard, Martin",1
"Ramu, M.",1
"Rios, Erkuden",1
"Rizvi, Nomaan",1
"Rasheed, Khaled",1
"Sandoval-Benitez, G.",1
"Robles, Laura Eugenia Romero",1
"Rodrigues, Joel J. P. C.",1
"Rastgar, Omar Ali",1
"Rong, Jiang",1
"Rosunally, Yasmine Z.",1
"Raut, Rajesh",1
"Savvides, Marios",1
"Roy, B",1
"Roy, Dharmendra Kumar",1
"Reitz, Timothy",1
"Roy, Spandan",1
"Rusnáková, Renáta",1
"Ricaurte, Paola",1
"Sayadi, Mohammad Kazem",1
"S, Amrutha",1
"Saddi, Venkata Ramana",1
"Robert, John",1
"Sai, Revant",1
"Sako, Mari",1
"Ronanki, Krishna",1
"Sayeed, Md. Shohel",1
"Salatino, Giuseppe",1
"Saleh, Akbar Sayed Kadhem",1
"Rosales, Milvia",1
"Salhab, Reham",1
"Salim, Vincent",1
"Ruan, Xunmiao",1
"Selamat, Hayyum Suleikha",1
"Salman, Amany",1
"Salminen, Carita",1
"Rumovskaya, Sophiya",1
"Salvach\'{u}a, Joaqu\'{\i}n",1
"Sang, Yijing",1
"Saha, Sayantika",1
"Sha, Ying",1
"Santos, Patricia",1
"Sarasa-Cabezuelo, Antonio",1
"Sahana, N",1
"Saravanan, V.",1
"Sarcinella, Eleonora Diletta",1
"Sahebi, Siavosh",1
"Sharma, Nishant",1
"Sarferaz, Siar",1
"Sarker, MD Kamruzzaman",1
"Sahoo, Jayakrushna",1
"Sasikala, G.",1
"Sayın, H.",1
"Sai, Naolamu",1
"Sharma, Poonam",1
"Sağlam, Mehmet İzzet",1
"Schlag, Imanol",1
"Sai, Siva",1
"Schmidhuber, Jürgen",1
"Schollaert Uz, Stephanie",1
"Sailaja, Dheram",1
"Shen, Huoming",1
"Scott, Elizabeth M",1
"Seamans, Rob",1
"Salem, Fadi",1
"Selvi, V.",1
"Seow, Chee Kiat",1
"Salman, O. K. M.",1
"Shomer, Harry",1
"Set\""{a}l\""{a}, Mika",1
"Shah, Chirag",1
"Salminen, Vesa",1
"Shah, Priten",1
"Shahrasbi, Behzed",1
"Saltan, Andrey",1
"Shu, Xin",1
"Shakir, Muhammad Zeeshan",1
"Shan, Qiang",1
"Sandeep, Yelisetti",1
"Shao, Weiheng",1
"Sharma, Sachin",1
"Sarpate, Dikshendra D.",1
"Sidenko, Ievgen",1
"Sharmila, K P",1
"Sharmila, V. Ceronmani",1
"Senthilnanthan, C.R.",1
"Shelar, Krishna",1
"Shen, Qianwen",1
"Sgouropoulou, Cleo",1
"Sikstr\""{o}m, Pieta",1
"Sherwood, Joshua",1
"Shi, Feifei",1
"Shah, Nusrat Hamid",1
"Shi, Gang",1
"Shi, Jingyu",1
"Shan, Ping",1
"Sinkhonde, David",1
"Shi, Lehong",1
"Shi, Weimin",1
"Shang, Hexu",1
"Shi, Xiaojing",1
"Shi, Zian",1
"Shao, Wenjuan",1
"Sohan, Vanessa Kraemer",1
"Shiekh, Kylee",1
"Shiming, Ma",1
"Shariff, Daanish Mohammed",1
"Shrivastav, Harsh",1
"Si, Nian",1
"Sharma, Adya",1
"Solanki, Harsh",1
"Siam, Md Kamrul",1
"Siddiqui, Ebtasam Ahmad",1
"Sharma, Lakshay",1
"Sidiqqi, Shuaib",1
"Sihan, Sun",1
"Shen, Jialu",1
"Srivastava, Subodh",1
"Sikdar, Biplab",1
"Silberg, Owen",1
"Shende, Sahil",1
"Singh Rathore, Rajkumar",1
"Singh, Charanjeet",1
"Shevchenko, Anatolii",1
"Strawn, George",1
"Singh, Davinder",1
"Singh, Monika",1
"Shevchenko, Anatoliy",1
"Singh, Paul",1
"Singh, Sakshi",1
"Shi, Jingjing",1
"Sun, Di",1
"Singh, Ujjwal Kr.",1
"Singh, Vikas",1
"Shi, Wenpeng",1
"Slomovitz, Daniel",1
"Slyusar, Vadym",1
"Shi, Wenqi",1
"Szadeczky, Tamas",1
"Smith, Brad",1
"Smith, Christie",1
"Shi, Yingnan",1
"Smyrnova-Trybulska, Eugenia",1
"Sniatala, Pawel",1
"Shi, Yuxuan",1
"Sörös, Gábor",1
"Soltan, Mohamed",1
"Song, Fanhua",1
"Siemann, Brian",1
"Song, Ningning",1
"Song, Zhenlin",1
"Sikorski, \L{}ukasz",1
"Tan, Chang",1
"Sowa, Konrad",1
"Sreekala, S. P.",1
"Simion, Bogdan",1
"Srivastava, Vivek",1
"Starostenko, Oleg",1
"Singh, Anushka",1
"Tang, Mei",1
"Steininger, S.",1
"Stellato, Armando",1
"Sinha, Utkarsh",1
"Stone, Irene",1
"Stulov, Alexey",1
"Skalka, Ján",1
"Tang, Pengchun",1
"Su, Qun",1
"Subramaniam, Valarmathi",1
"Slavov, Vladislav",1
"Suleiman Al Qatawneh, Ibrahim",1
"Sumich, Alexander",1
"Smith, C. Estelle",1
"Tao, Sining",1
"Summers, Sean",1
"Sun, Hanwen",1
"Sneesl, Radhwan",1
"Sun, Kun",1
"Sun, Yulin",1
"Snitko, Irina",1
"Tariq, Umnia",1
"Surushe, Om",1
"Sutedja, Indrajani",1
"Sobiesk, Edward",1
"Suvethaa, D.R.",1
"Swetha, Ch.",1
"Soewandi, Erickar Jeffry",1
"Tewari, Naveen",1
"Syed, Ayesha Asif",1
"Sánchez, Gabriela Pacheco",1
"Srivastava, Sidharth",1
"T R, Sagar",1
"Taeihagh, Araz",1
"Stanescu, Ana",1
"Thirumalaiyammal, B.",1
"Taha, Thiab R.",1
"Tang, Bo",1
"Stanić, Aleksandar",1
"Tang, Jiliang",1
"Tang, Ronghua",1
"Steffi, P. F.",1
"Tian, Xinxin",1
"Tang, Valerie",1
"Tang, Xu",1
"Stone, Peter",1
"Tang, Yilin",1
"Tang, Yuk Ming",1
"Strubberg, Brandon C",1
"Tiranda, Tirsa Gracella",1
"Teixeira, Brígida",1
"Tekinerdogan, Bedir",1
"Su, Yifei",1
"Teng, Junyi",1
"Teploukhov, Semen V.",1
"Sukthong, Napat",1
"Tokatli, Nazlı",1
"Then, Christian",1
"Thominet, Luke",1
"Sun, Hongbo",1
"Tian, Jie",1
"Tikhonov, Andrey",1
"Sun, Linyun",1
"Trentesaux, Damien",1
"Tiwari, Abhinav",1
"Toledo, Nerea",1
"Sun, Wanfei",1
"Tong, Li",1
"Totlani, Ketan",1
"T, Sabari",1
"Tsihrintzi, Evangelia-Aikaterini",1
"Troussas, Christos",1
"Tural, Büşra",1
"Tan, Xiaowei",1
"Tyagi, Shivani",1
"Umamaheswari, G.",1
"Tang, Jiong",1
"Tsui, Yuk Hang",1
"Urra, Enrique",1
"Uwizeyemungu, Sylvestre",1
"Tang, Wuchen",1
"Vaczi, Kincso Boroka",1
"van Beek, Anton",1
"Teo, Tee Hui",1
"Ullah, Kiramat",1
"Vemuri, Lakshmi Chaitanya",1
"Venkatesh, K.",1
"Thakur, Kutub",1
"Vergara, John Paul C.",1
"Vhatkar, Abhijit",1
"Tian, Liang",1
"W\""{u}nsche, Burkhard C",1
"Villanueva-Mansilla, Eduardo",1
"Villaplana, Hannah Danielle Ladera",1
"Tibrewala, Alok",1
"Vorobyova, Alla",1
"Wahed, Manal Abdel",1
"Tiwari, Himanshu",1
"Wang, Lamei",1
"Wan Rosli, Wan Rosalili",1
"Wang, Da",1
"Torres, Ramachandra C.",1
"Wang, Fei-Yue",1
"Wang, Han",1
"Torrielli, Federico",1
"Wang, Lei",1
"Wang, Hucheng",1
"Wang, Jiaxin",1
"Totzek, Dirk",1
"Wang, Jinting",1
"Wang, Junbo",1
"Tsai, Yi-Shan",1
"Wang, Senhua",1
"Wang, Lanyu",1
"Wang, Shi",1
"Tsichrintzi, Evangelia-Aikaterini",1
"Wang, Shuyi",1
"Wang, Siqi",1
"Tucek, Tom",1
"Wang, Shu",1
"Wang, Wei",1
"Wang, Wenyi",1
"Uphaday, Niteesh Kumar",1
"Wang, Xian",1
"Wang, Xiling",1
"Urgel, Keysha",1
"Wang, Shuaikang",1
"Wang, Xuetong",1
"Wang, Yali",1
"Vale, Zita",1
"Wang, Yang",1
"Wang, Yawang",1
"Valina, Luís",1
"Wang, Wenxi",1
"Wang, Yaxian",1
"Wang, Yi-Fan",1
"Van Sy, Ha",1
"Wang, Yining",1
"Wang, Yu",1
"Verma, Kavery",1
"Wang, Yuanyuan",1
"Wang, Yuhui",1
"Wang, Zepei",1
"Vijayarao, S Sandeep Kumar",1
"Wang, Zhaokun",1
"Wang, Zhe",1
"Vyas, Narayan",1
"Wei, Xiong",1
"Wannapiroon, Panita",1
"Warudkar, Sahil",1
"Wakchaure, Rohit",1
"Weeks, William B.",1
"Wehnert, Sabine",1
"Wang, Dezheng",1
"Wen, Bin",1
"Wei, Xiaoqing",1
"Wei, Zhang",1
"Wang, Dingxian",1
"Weisz, Justin D.",1
"Whig, Pawan",1
"Wang, Huan",1
"Wen, Jiacun",1
"Wickramarachchi, Ruwan",1
"William, P.",1
"Wang, Hui",1
"Wong, Billy T. M.",1
"Wong, Kelvin K. L.",1
"Wang, May D.",1
"Wieczorowski, Michal",1
"Wong, Lap",1
"Wright, David",1
"Wang, Shaoqing",1
"Wu, Dongjie",1
"Wu, Kaihua",1
"Wang, Xiaoyi",1
"Wojton, Heather",1
"Wu, Shuchuang",1
"Wu, Tao",1
"Wang, Yinglong",1
"Wu, Ting",1
"Wu, Wanyu",1
"Wang, Yirong",1
"Wu, Jinyong",1
"Wu, Xiaoli",1
"Xiang, Qianchen",1
"Weeden, Elissa",1
"Xiangning, Yan",1
"Xiao, Shaoqiu",1
"Wei, Zhengcong",1
"Wu, Yang",1
"Xie, Chao",1
"Xie, Xuelong",1
"White, Ryen W.",1
"Xiehua, Yu",1
"Xing, Wanli",1
"Whyte, Christopher E.",1
"Xia, Weiyi",1
"Xu, Benjamin",1
"Xu, Chang",1
"Wu, Di",1
"Xu, Liyang",1
"Xu, Mengqi",1
"Wu, Duo-Long",1
"Xie, Tao",1
"Xu, Ping",1
"Xu, Xinying",1
"Wu, Juewei",1
"Xu, Xuhai",1
"Xu, Zhixiang",1
"Wu, Liangshun",1
"Xing, Yu",1
"Xue, Shan",1
"Yadav, Harsh",1
"Wu, Yubing",1
"Yalamati, Sreedhar",1
"Yamagami, Momona",1
"Xia, Xiaoyan",1
"Xu, Chen",1
"Yan, Bingda",1
"Yan, Erkai",1
"Xia, Xin",1
"Yan, Huan",1
"Yan, Shuang",1
"Xiao, Han",1
"Xu, Hui",1
"Yan, Xun",1
"Yang, Alan",1
"Xiao, Hongbo",1
"Yang, Fan",1
"Yang, Hairu",1
"Xie, Yongcheng",1
"Xu, Ruoxuan",1
"Yang, Hao",1
"Yang, Sicheng",1
"Xiong, Wenbo",1
"Yang, T. Andrew",1
"Yang, Tiansheng",1
"Xu, Haonan",1
"Yan, Ling",1
"Yang, Xiaoyi",1
"Yang, Yuer",1
"Xu, Jie",1
"Yao, Li",1
"Yao, Zhihan",1
"Xu, Kai",1
"Yan, Lixiang",1
"Ye, Qifu",1
"Yi, Mengze",1
"Xu, Liang",1
"Yogarayan, Sumendra",1
"Yousuf, Muhammad Zain",1
"Xu, Mengmeng",1
"Yang, Guangpei",1
"Yu, Caiyun",1
"Yu, Lisai",1
"Xu, Qingzhen",1
"Yu, Xiangjun",1
"Yuan, Feng",1
"Xu, Shipian",1
"Yang, Honggang",1
"Yuan, Zhen",1
"Yücel, M.",1
"Xu, Yao",1
"Zade, Sujal",1
"Zaidi, Syed Ali Raza",1
"Yan, Shoujun",1
"Yang, Liuqing",1
"Zairul, Mohd",1
"Zappatore, Marco",1
"Yang, Feng",1
"Zavaleta Bernuy, Angela",1
"Zeiser, Tim",1
"Yang, Jiayao",1
"Yang, Shiwen",1
"Zendejas, Edouardo",1
"Zeng, Wei",1
"Yang, Shih-Yang",1
"zeng, yuyue",1
"Zhai, Yan",1
"Yang, Simin",1
"Yang, Shuyuan",1
"Zhan, Meiwei",1
"Zhang, Bin",1
"Yang, Wei",1
"Zhang, Dan",1
"Zhang, Hang",1
"Yang, Yin",1
"Yang, Yuxi",1
"Zhang, Junna",1
"Zhang, Ling",1
"Yu, Li",1
"Zhang, Lu",1
"Zhang, Min",1
"Zeng, Xia",1
"Yang, Zuguo",1
"Zhang, Qian",1
"Zhang, Shuai",1
"Zhang, Aili",1
"Zhang, Sijia",1
"Zhang, Wei",1
"Zhang, Haoran",1
"Ye, Ying",1
"Zhang, Weishan",1
"Zhang, Wenxiang",1
"Zhang, Hongbo",1
"Zhang, Xiaoqing",1
"Zhang, Xing",1
"Zhang, Hongzhou",1
"Yuan, Pan",1
"Zhang, Ya-Chen",1
"Zhang, Yangyang",1
"Zhang, Jiahao",1
"Zhang, Yidong",1
"Zhang, Yinggang",1
"Zhang, Jing",1
"Yuan, Peiyan",1
"Zhang, Yingzi",1
"Zhang, Yong",1
"Zhang, Jingsen",1
"Zhang, Yu",1
"Zhang, Yuanyuan",1
"Zhang, Junyi",1
"Zarraonandia, Telmo",1
"Zhang, Yushuang",1
"Zhang, Zheng",1
"Zhang, Kang",1
"Zhang, Zhixin",1
"Zhao, Ben",1
"Zhang, Lili",1
"Zhai, Xiaoming",1
"Zhao, Changhua",1
"Zhao, Dong",1
"Zhang, Qishan",1
"Zhao, Fangyu",1
"Zhao, Julianna",1
"Zhang, Shaofan",1
"Zhang, Guoqing",1
"Zhao, Lili",1
"Zhao, Mengyue",1
"Zhang, Shaojun",1
"zhao, Shuo",1
"Zhao, Xiaojie",1
"Zhang, Simo",1
"Zhang, Jiaqi",1
"Zhao, Zhejun",1
"Zhao, Zixin",1
"Zhang, Weiwei",1
"Zhenfeng, Wang",1
"Zheng, Maoran",1
"Zhang, Wen-di",1
"Zhang, Yongzhi",1
"Zhou, Chen",1
"Zhou, Chu",1
"Zhang, Xiaoyu",1
"Zhou, Lijie",1
"Zhou, Shouqin",1
"Zhang, Xin",1
"Zhao, Yunlu",1
"Zhou, Tao",1
"Zhou, Xia",1
"Zhang, Xuyang",1
"Zhou, Xiaoxu",1
"Zhou, Yangyang",1
"Zhang, Yuanchao",1
"Zhou, Yaxin",1
"Zhou, Zhixin",1
"Zhou, Zijun",1
"Zhang, Yue",1
"Zhu, Hang",1
"Zhu, Ruihao",1
"Zhang, Zhouqing",1
"Zhou, Yingping",1
"Zhu, Yawen",1
"Zhu, Yuanda",1
"Zhang, Zikai",1
"Zhuge, Mingchen",1
"Zhukovets, Yuliia",1
"Zhang, Zuhan",1
"Zhou, Zihong",1
"Zhuo, Eugenia R.",1
"Zou, Qiufang",1
"Zhao, Dan",1
"Zwitter, Andrej",1
"Örpek, Zeynep",1
"Zhao, Huilin",1
"Zhu, Yifei",1
"Özmen, M. M.",1
"Čatloch, Dušan",1
"Zhao, Xueting",1
"Achmad, Said",2
"Alameer, Ali",2
"Zheng, Huangnan",1
"Zilora, Stephen",1
"Ansari, Mona",2
"Bonde, Lossan",2
"Zheng, Shihao",1
"Brooks, Chuck",2
"Diirr, Bruna",2
"Zhu, Gareth",1
"Albaroudi, Elham",2
"Ga\v{s}evi\'{c}, Dragan",2
"Giovanola, Benedetta",2
"Zhu, Guanliang",1
"He, Xiangchun",2
"Idzwan bin Ismail, Adzrool",2
"Zichu, Yang",1
"Babo, Lurdes",2
"Ji, Wei",2
"Kaiser, Benjamin",2
"Zota, Nikos-Rigert",1
"Kondratenko, Galyna",2
"Li, Min",2
"Zárate Hernández, Ximena M.",1
"Halgamuge, Malka N.",2
"Li, Ruihang",2
"Li, Tao",2
"Alvim, Adriana C. F.",2
"Lin, Jian",2
"Liu, Charlie",2
"Bryan-Kinns, Nick",2
"He, Yuxiao",2
"Luo, Yufei",2
"Luo, Yuxin",2
"Cao, Yuhua",2
"Mansouri, Taha",2
"Marinakis, Vangelis",2
"Chamola, Vinay",2
"Lin, Yan",2
"Mascarenhas, Daniela",2
"McIntosh, Timothy R.",2
"Chen, Yu-Che",2
"Musiol, Martin",2
"Narne, Harish",2
"Figueiredo, Allan Chamon",2
"Samuelson, Pamela",2
"Nuno Moura, Pedro",2
"Pan, Zhijie",2
"Frontoni, Emanuele",2
"Pansoni, Sofia",2
"Ren, Jia",2
"Heilala, Ville",2
"Santos, Rodrigo Pereira Dos",2
"Santos, Patricia de Oliveira",2
"Shaer, Orit",2
"Holmes, Andrew",2
"Shah, Jay Ashok",2
"Singh, Gulbir",2
"Liu, Tong",2
"Sarmas, Elissaios",2
"Sun, Lingyun",2
"Susnjak, Teo",2
"Przegalinska, Aleksandra",2
"Sutoyo, Rhio",2
"Tiribelli, Simona",2
"Qin, Yi",2
"Thornton, Patrick",2
"Verl, Alexander",2
"Verma, Prateek",2
"Sun, Jian",2
"Wang, Zixi",2
"Watters, Paul",2
"Tan, Yang",2
"Zhang, Yi",2
"Xu, Haixia",2
"Yuan, Xiaojing",2
"Tang, Zezong",2
"Zade, Nikita",2
"Zenke, Carter",2
"Tsai, Chun-Hua",2
"Zhukov, Yuriy",2
"Zhang, Tao",2
"Zhou, Peijie",2
"Yuan, Xiang",2
"Cheng, Yixin",3
"Kondratenko, Yuriy",3
"Zhang, Chen",2
"Hernandez-Rizzardini, Rocael",3
"Leong, Wai Yie",3
"Li, Qiang",3
"Zhang, Heng",2
"Liu, Rongxin",3
"Morales-Chan, Miguel",3
"Amado-Salvatierra, Hector R.",3
"Marr, Bernard",3
"Striuk, Oleksandr",3
"Li, Hong",4
"Malan, David J.",3
"Virvou, Maria",4
"Banafa, Ahmed",8
"Tsihrintzis, George A.",4
"Swiecki, Zachari",3
